atleta_id,nome,clube_id,clube,posicao_id,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,scout_CA,scout_DE,scout_FS,scout_GS,scout_PC,scout_SG,scout_V,scout_DS,scout_FC,scout_FD,scout_G,scout_I,scout_FF,scout_A,scout_PS,scout_GC,scout_CV,scout_FT,scout_PP,scout_DP,mandante,adversario,prob_vitoria,prob_gols,tendencia,min_valorizar,pb_media,resiliencia_pct,confiabilidade,media_bayesiana,residuo_z,armadilha_label,custo_beneficio,cb_rank,status_label,time_pos,adv_pos,time_momentum_of,time_momentum_def,adv_momentum_of,adv_momentum_def,sequencia_time,forma_score_time,vantagem_mando,oportunidade_confronto,score_confronto,score_confronto_z,score_confronto_100,condicao_mando,pontos_esperados,caro_e_vale,recomendacao
142004,Amuzu,284,GRE,5,Atacante,7,6.7,-0.02,3.66,22,1.6,True,,,32.0,,,0.0,,15.0,13.0,8.0,1.0,1.0,13.0,3.0,,,,1.0,,,False,REM,0.291,,estavel,1.6,2.61,0.713,1.0,4.014,0.221,neutro,0.599,30,Provável,17.0,19.0,1.12,1.032,0.875,1.191,1.0,0.25,-23.8,0.825,0.5198,0.122,51.8,neutro,3.27,False,TITULAR
72951,Mercado,285,INT,3,Zagueiro,7,6.01,0.13,3.6,18,3.2,True,7.0,,9.0,,,4.0,,26.0,16.0,3.0,1.0,1.0,2.0,0.0,,,,,,,True,COR,0.453,,estavel,3.2,2.6,0.722,1.0,3.755,0.688,valor_bom,0.625,12,Provável,18.0,14.0,1.12,1.244,0.772,1.75,-1.0,0.3,-2.6,0.45,0.4893,-0.232,46.5,neutro,3.45,False,TITULAR
107989,Carbonero,285,INT,5,Atacante,7,8.32,-1.69,5.17,27,1.4,True,4.0,,56.0,,,0.0,,9.0,29.0,15.0,7.0,15.0,23.0,4.0,,,,,,,True,COR,0.453,,baixa,1.4,2.36,0.456,1.0,5.129,0.878,valor_bom,0.616,24,Provável,18.0,14.0,1.12,1.244,0.772,1.75,-1.0,0.3,-2.6,0.25,0.4843,-0.213,46.8,neutro,4.33,False,WATCH
70944,Bruno Henrique,285,INT,4,Meia,7,3.69,-1.49,2.2,25,-1.1,True,1.0,,9.0,,,0.0,,17.0,31.0,5.0,2.0,1.0,11.0,1.0,,,,,,,True,COR,0.453,,baixa,2.2,1.6,0.727,1.0,2.221,0.311,neutro,0.602,27,Provável,18.0,14.0,1.12,1.244,0.772,1.75,-1.0,0.3,-2.6,0.25,0.4788,-0.142,47.9,neutro,3.83,False,TITULAR
71631,Weverton,284,GRE,1,Goleiro,7,10.2,2.72,5.26,24,21.6,True,2.0,81.0,8.0,29.0,1.0,6.0,,,,,0.0,,,1.0,,,,,,2.0,False,REM,0.291,,alta,21.6,3.8,0.722,1.0,5.04,0.135,neutro,0.494,24,Provável,17.0,19.0,1.12,1.032,0.875,1.191,1.0,0.25,-23.8,0.825,0.5503,0.24,53.6,neutro,3.89,False,TITULAR
106202,Bruno Gomes,285,INT,4,Meia,7,6.47,-0.19,3.71,27,2.5,True,4.0,,48.0,,,0.0,,51.0,30.0,2.0,0.0,,9.0,0.0,,,,1.0,,,True,COR,0.453,,estavel,2.5,3.71,1.0,1.0,3.798,0.632,valor_bom,0.587,32,Provável,18.0,14.0,1.12,1.244,0.772,1.75,-1.0,0.3,-2.6,0.25,0.4788,-0.142,47.9,neutro,3.66,False,TITULAR
101960,Vitinho,285,INT,5,Atacante,7,7.57,0.03,4.7,27,4.3,True,5.0,,43.0,,1.0,0.0,,40.0,33.0,11.0,2.0,3.0,17.0,3.0,1.0,,,1.0,,,True,COR,0.453,,estavel,4.3,3.55,0.755,1.0,4.766,0.753,valor_bom,0.63,16,Provável,18.0,14.0,1.12,1.244,0.772,1.75,-1.0,0.3,-2.6,0.25,0.4843,-0.213,46.8,neutro,4.06,False,TITULAR
71684,Gustavo Gómez,275,PAL,3,Zagueiro,7,10.67,-0.45,5.45,25,7.4,True,2.0,,4.0,,,10.0,,24.0,25.0,3.0,4.0,7.0,10.0,3.0,,,,,,,True,BAH,0.593,,estavel,7.4,2.69,0.494,1.0,5.124,0.692,valor_bom,0.48,51,Provável,2.0,5.0,0.834,0.533,1.433,1.12,5.0,0.675,24.5,0.15,0.5031,-0.127,48.1,neutro,5.3,False,WATCH
93790,Marlon Freitas,275,PAL,4,Meia,7,6.3,0.81,2.68,26,7.3,True,6.0,,2.0,,,0.0,,30.0,26.0,2.0,2.0,1.0,14.0,1.0,,,,1.0,,,True,BAH,0.593,,alta,7.3,2.1,0.784,1.0,3.012,-0.343,neutro,0.478,94,Provável,2.0,5.0,0.834,0.533,1.433,1.12,5.0,0.675,24.5,0.425,0.5243,0.317,54.8,neutro,3.38,False,TITULAR
97653,Murilo,275,PAL,3,Zagueiro,7,8.11,0.0,3.87,23,0.0,False,3.0,,5.0,,,8.0,,21.0,32.0,6.0,2.0,,3.0,1.0,,,1.0,,,,True,BAH,0.593,,estavel,3.9,2.09,0.54,1.0,3.93,0.028,neutro,0.485,47,Provável,2.0,5.0,0.834,0.533,1.433,1.12,5.0,0.675,24.5,0.15,0.5031,-0.127,48.1,neutro,3.99,False,TITULAR
104084,Carlos Miguel,275,PAL,1,Goleiro,7,9.1,0.38,5.39,27,10.2,True,3.0,84.0,11.0,21.0,,11.0,,,,,0.0,,,0.0,,,,,,,True,BAH,0.593,,estavel,10.2,3.35,0.622,1.0,5.159,0.524,valor_bom,0.567,15,Provável,2.0,5.0,0.834,0.533,1.433,1.12,5.0,0.675,24.5,0.15,0.5031,-0.114,48.3,neutro,4.32,False,TITULAR
102130,Piquerez,275,PAL,2,Lateral,2,10.92,-0.17,6.36,14,5.2,True,2.0,,11.0,,,7.0,,16.0,6.0,2.0,0.0,1.0,4.0,4.0,,,,1.0,,,True,BAH,0.593,,estavel,5.2,3.43,0.539,1.0,5.923,0.424,neutro,0.542,58,Dúvida,2.0,5.0,0.834,0.533,1.433,1.12,5.0,0.675,24.5,0.15,0.5031,-0.175,47.4,neutro,4.78,False,TITULAR
110506,Abel Ferreira,275,PAL,6,Técnico,7,12.06,-0.31,6.78,28,7.9,True,,,,,,0.0,16.0,,,,0.0,,,0.0,,,,,,,True,BAH,0.593,,estavel,7.9,6.78,1.0,1.0,6.743,-0.178,neutro,0.559,11,Provável,2.0,5.0,0.834,0.533,1.433,1.12,5.0,0.675,24.5,0.425,0.5243,0.256,53.8,neutro,4.93,False,TITULAR
91908,Pavón,284,GRE,5,Atacante,7,6.29,0.09,4.24,23,2.4,True,6.0,,11.0,,,0.0,,39.0,16.0,6.0,2.0,4.0,4.0,3.0,,,,1.0,,,False,REM,0.291,,estavel,2.4,2.89,0.682,1.0,4.433,0.986,valor_bom,0.705,7,Provável,17.0,19.0,1.12,1.032,0.875,1.191,1.0,0.25,-23.8,0.825,0.5198,0.122,51.8,neutro,3.59,False,TITULAR
113103,Flaco López,275,PAL,5,Atacante,7,13.42,-0.03,6.85,25,5.5,True,2.0,,53.0,,,0.0,,29.0,37.0,14.0,8.0,14.0,25.0,3.0,,,,,,,True,BAH,0.593,,estavel,5.5,3.69,0.539,1.0,6.399,0.728,valor_bom,0.477,82,Provável,2.0,5.0,0.834,0.533,1.433,1.12,5.0,0.675,24.5,0.425,0.537,0.284,54.3,neutro,4.23,False,TITULAR
124526,Giay,275,PAL,2,Lateral,7,7.4,0.08,4.89,23,5.9,True,5.0,,34.0,,,10.0,,36.0,26.0,1.0,0.0,1.0,4.0,0.0,,,,,,,True,BAH,0.593,,estavel,5.9,3.59,0.734,1.0,4.959,0.671,valor_bom,0.67,10,Provável,2.0,5.0,0.834,0.533,1.433,1.12,5.0,0.675,24.5,0.15,0.5031,-0.175,47.4,neutro,3.96,False,TITULAR
82775,Lucas Ramon,276,SAO,2,Lateral,7,10.01,-0.85,5.04,20,6.2,True,2.0,,26.0,,,5.0,,34.0,18.0,4.0,0.0,3.0,6.0,2.0,,,1.0,1.0,,,False,CRU,0.247,,baixa,6.2,3.79,0.752,1.0,5.074,-0.313,neutro,0.507,69,Provável,11.0,6.0,0.844,0.72,1.333,1.12,1.0,0.65,-38.1,0.25,0.3464,-1.366,29.5,desfavoravel,4.23,False,TITULAR
104027,Rafael Guanaes,2305,MIR,6,Técnico,7,8.11,0.62,4.62,25,10.62,True,,,,,,0.0,7.0,,,,0.0,,,0.0,,,,,,,False,RBB,0.215,,alta,10.6,4.62,1.0,1.0,4.657,0.444,neutro,0.574,9,Provável,15.0,10.0,1.188,0.8,0.982,1.394,3.0,0.675,-28.2,0.45,0.4898,-0.081,48.8,neutro,4.46,False,TITULAR
97321,Alesson,2305,MIR,5,Atacante,7,8.05,0.0,4.54,22,0.0,False,2.0,,33.0,,,0.0,,34.0,21.0,13.0,0.0,9.0,10.0,3.0,,,,1.0,,,False,RBB,0.215,,estavel,4.5,3.86,0.85,1.0,4.66,0.393,neutro,0.579,39,Provável,15.0,10.0,1.188,0.8,0.982,1.394,3.0,0.675,-28.2,0.45,0.4898,-0.161,47.6,neutro,4.01,False,TITULAR
83257,Gabriel,277,SAN,5,Atacante,7,10.16,-0.41,5.69,18,12.6,True,6.0,,7.0,,,0.0,,4.0,6.0,2.0,9.0,14.0,18.0,3.0,1.0,,1.0,,,,True,FLA,0.233,,estavel,12.6,0.86,0.151,1.0,5.474,0.585,valor_bom,0.539,59,Provável,8.0,1.0,1.185,0.675,1.018,0.487,6.0,0.95,-11.9,0.1,0.3738,-1.254,31.2,neutro,3.69,False,WATCH
97460,João Victor,2305,MIR,3,Zagueiro,7,5.72,0.67,3.08,24,8.0,True,2.0,,7.0,,,2.0,,28.0,11.0,3.0,2.0,2.0,3.0,1.0,,1.0,,,,,False,RBB,0.215,,alta,8.0,2.12,0.688,1.0,2.993,-0.124,neutro,0.523,41,Provável,15.0,10.0,1.188,0.8,0.982,1.394,3.0,0.675,-28.2,0.55,0.4962,-0.18,47.3,neutro,3.54,False,TITULAR
109127,Tiago Cóser,294,CFC,3,Zagueiro,7,3.61,0.26,2.72,23,1.7,True,3.0,,9.0,,,6.0,,10.0,25.0,1.0,3.0,,2.0,0.0,,,1.0,,,,False,FLU,0.15,,estavel,1.7,1.15,0.423,1.0,2.393,0.39,neutro,0.663,6,Provável,9.0,4.0,1.362,1.693,1.273,1.244,-1.0,0.375,-33.4,0.25,0.2926,-1.724,24.1,desfavoravel,2.29,False,WATCH
104204,Edson Carioca,2305,MIR,5,Atacante,7,5.13,-1.25,3.15,16,5.1,True,5.0,,8.0,,,0.0,,18.0,17.0,3.0,2.0,1.0,9.0,0.0,,,,1.0,,,False,RBB,0.215,,baixa,5.1,2.15,0.683,1.0,2.96,-0.206,neutro,0.577,40,Provável,15.0,10.0,1.188,0.8,0.982,1.394,3.0,0.675,-28.2,0.45,0.4898,-0.161,47.6,neutro,3.54,False,TITULAR
102975,Escobar,277,SAN,2,Lateral,7,10.08,0.02,6.51,19,4.7,True,7.0,,16.0,,1.0,6.0,,58.0,19.0,1.0,0.0,1.0,4.0,1.0,,,,1.0,,,True,FLA,0.233,,estavel,4.7,5.3,0.814,1.0,6.109,0.962,valor_bom,0.606,33,Provável,8.0,1.0,1.185,0.675,1.018,0.487,6.0,0.95,-11.9,0.0,0.3945,-1.001,35.0,neutro,4.62,False,TITULAR
102256,Rollheiser,277,SAN,4,Meia,7,7.66,0.0,3.58,20,0.0,False,2.0,,10.0,,,0.0,,12.0,11.0,4.0,4.0,1.0,9.0,2.0,,,,,,,True,FLA,0.233,,estavel,3.6,2.08,0.581,1.0,3.727,-0.041,neutro,0.487,89,Provável,8.0,1.0,1.185,0.675,1.018,0.487,6.0,0.95,-11.9,0.1,0.3738,-1.201,32.0,neutro,2.98,False,TITULAR
113690,Diógenes,277,SAN,1,Goleiro,7,4.77,-0.23,5.1,3,4.2,True,1.0,11.0,,3.0,,1.0,,,,,0.0,,,0.0,,,,,,,True,FLA,0.233,,estavel,4.2,3.43,0.673,0.375,3.901,0.883,valor_bom,0.307,30,Provável,8.0,1.0,1.185,0.675,1.018,0.487,6.0,0.95,-11.9,0.0,0.3945,-0.927,36.1,neutro,3.88,False,WATCH
78478,Willian Arão,277,SAN,4,Meia,7,6.21,0.0,3.42,19,0.0,False,2.0,,5.0,,,0.0,,36.0,10.0,1.0,1.0,2.0,2.0,0.0,,,,1.0,,,True,FLA,0.233,,estavel,3.4,3.16,0.924,1.0,3.619,0.528,valor_bom,0.583,35,Provável,8.0,1.0,1.185,0.675,1.018,0.487,6.0,0.95,-11.9,0.1,0.3738,-1.201,32.0,neutro,3.32,False,TITULAR
63008,Rafael Tolói,276,SAO,3,Zagueiro,7,8.49,0.75,5.19,8,10.1,True,3.0,,3.0,,,3.0,,19.0,11.0,1.0,0.0,,2.0,0.0,,,,,,,False,CRU,0.247,,alta,10.1,4.07,0.784,1.0,4.647,0.789,valor_bom,0.547,35,Provável,11.0,6.0,0.844,0.72,1.333,1.12,1.0,0.65,-38.1,0.25,0.3464,-1.316,30.3,desfavoravel,3.63,False,TITULAR
141754,Gabriel Bontempo,277,SAN,4,Meia,7,4.91,-0.64,3.66,22,0.4,True,3.0,,27.0,,,0.0,,34.0,11.0,3.0,0.0,1.0,10.0,2.0,1.0,,,,,,True,FLA,0.233,,baixa,0.4,3.21,0.877,1.0,3.294,0.863,valor_bom,0.671,8,Provável,8.0,1.0,1.185,0.675,1.018,0.487,6.0,0.95,-11.9,0.1,0.3738,-1.201,32.0,neutro,3.45,False,TITULAR
91573,Arboleda,276,SAO,3,Zagueiro,7,8.96,0.26,4.21,14,7.0,True,1.0,,6.0,,,4.0,,24.0,7.0,2.0,0.0,2.0,1.0,0.0,,,,,,,False,CRU,0.247,,estavel,7.0,3.35,0.796,1.0,4.171,0.03,neutro,0.466,57,Provável,11.0,6.0,0.844,0.72,1.333,1.12,1.0,0.65,-38.1,0.25,0.3464,-1.316,30.3,desfavoravel,3.44,False,TITULAR
89840,Calleri,276,SAO,5,Atacante,7,11.69,0.77,5.2,23,9.1,True,6.0,,43.0,,1.0,0.0,,16.0,36.0,7.0,8.0,8.0,19.0,1.0,,,,,,,False,CRU,0.247,,alta,9.1,2.2,0.423,1.0,5.145,-0.367,neutro,0.44,94,Provável,11.0,6.0,0.844,0.72,1.333,1.12,1.0,0.65,-38.1,0.55,0.4227,-0.793,38.1,desfavoravel,3.86,False,WATCH
105300,Ferraresi,263,BOT,3,Zagueiro,2,6.8,0.27,3.73,22,6.2,True,5.0,,14.0,,,3.0,,41.0,25.0,2.0,1.0,2.0,5.0,0.0,,1.0,,,,,True,VAS,0.373,,estavel,6.2,3.05,0.818,1.0,3.83,0.424,neutro,0.563,28,Dúvida,12.0,16.0,0.546,0.996,1.747,0.922,-1.0,0.425,29.5,0.575,0.5387,0.142,52.1,neutro,3.58,False,TITULAR
104075,Sabino,276,SAO,3,Zagueiro,7,6.96,-0.3,3.84,20,4.7,True,1.0,,13.0,,,5.0,,26.0,25.0,1.0,1.0,,3.0,0.0,,,,1.0,,,False,CRU,0.247,,estavel,4.7,2.79,0.727,1.0,3.915,0.462,neutro,0.562,29,Provável,11.0,6.0,0.844,0.72,1.333,1.12,1.0,0.65,-38.1,0.25,0.3464,-1.316,30.3,desfavoravel,3.79,False,TITULAR
106294,Marcos Antônio,276,SAO,4,Meia,7,5.86,-1.24,2.9,20,-0.1,True,1.0,,19.0,,,0.0,,22.0,16.0,4.0,0.0,2.0,8.0,2.0,,,,,,,False,CRU,0.247,,baixa,2.9,2.4,0.828,1.0,3.241,0.21,neutro,0.553,54,Provável,11.0,6.0,0.844,0.72,1.333,1.12,1.0,0.65,-38.1,0.55,0.4227,-0.708,39.4,desfavoravel,3.19,False,TITULAR
71123,Thiago Mendes,267,VAS,4,Meia,7,7.2,-1.05,4.25,23,2.3,True,8.0,,48.0,,,0.0,,19.0,17.0,5.0,5.0,1.0,9.0,1.0,,,,,,,False,BOT,0.35,,baixa,2.3,2.95,0.694,1.0,4.21,0.826,valor_bom,0.585,33,Provável,16.0,12.0,1.747,0.922,0.546,0.996,2.0,0.7,-29.5,0.95,0.6658,1.745,76.2,favoravel_visitante,4.72,False,TITULAR
85403,Danielzinho,276,SAO,4,Meia,7,5.64,-0.46,2.37,24,-0.6,True,2.0,,34.0,,,0.0,,20.0,22.0,1.0,1.0,,4.0,1.0,1.0,,,,,,False,CRU,0.247,,estavel,2.4,1.95,0.823,1.0,2.801,-0.259,neutro,0.497,83,Provável,11.0,6.0,0.844,0.72,1.333,1.12,1.0,0.65,-38.1,0.55,0.4227,-0.708,39.4,desfavoravel,3.05,False,TITULAR
72391,Fernando Diniz,264,COR,6,Técnico,7,8.86,0.03,5.35,21,4.95,True,,,,,,0.0,6.0,,,,0.0,,,0.0,,,,,,,False,INT,0.261,,estavel,5.0,5.35,1.0,1.0,5.343,0.551,valor_bom,0.603,6,Provável,14.0,18.0,0.772,1.75,1.12,1.244,-6.0,0.0,2.6,0.55,0.4191,-0.771,38.4,neutro,3.76,False,WATCH
93716,Paulo Henrique,267,VAS,2,Lateral,7,7.81,0.74,3.24,19,7.4,True,5.0,,22.0,,1.0,2.0,,25.0,21.0,2.0,0.0,1.0,4.0,2.0,,,,,,,False,BOT,0.35,,alta,7.4,2.4,0.741,1.0,3.808,-0.975,armadilha_leve,0.488,73,Provável,16.0,12.0,1.747,0.922,0.546,0.996,2.0,0.7,-29.5,0.25,0.4532,-0.555,41.7,neutro,3.38,False,WATCH
118563,Rodriguinho,280,RBB,4,Meia,7,5.87,-0.26,3.63,15,3.5,True,3.0,,7.0,,,0.0,,18.0,18.0,3.0,2.0,1.0,11.0,0.0,1.0,,,1.0,,,True,MIR,0.531,,estavel,3.5,2.96,0.815,1.0,3.791,0.949,valor_bom,0.646,12,Provável,10.0,15.0,0.982,1.394,1.188,0.8,-1.0,0.225,28.2,0.6,0.513,0.203,53.0,neutro,3.51,False,TITULAR
97095,Carlos Cuesta,267,VAS,3,Zagueiro,7,4.47,0.0,1.51,15,0.0,False,1.0,,6.0,,1.0,2.0,,9.0,21.0,,0.0,,3.0,1.0,,1.0,1.0,1.0,,,False,BOT,0.35,,estavel,1.5,0.78,0.517,1.0,1.935,-0.758,armadilha_leve,0.433,64,Provável,16.0,12.0,1.747,0.922,0.546,0.996,2.0,0.7,-29.5,0.25,0.4532,-0.506,42.4,neutro,2.77,False,WATCH
117330,Robert Renan,267,VAS,3,Zagueiro,7,6.26,0.64,3.11,25,9.5,True,4.0,,4.0,,,3.0,,37.0,23.0,1.0,1.0,,5.0,0.0,,,,1.0,,,False,BOT,0.35,,alta,9.5,2.51,0.807,1.0,3.351,0.065,neutro,0.535,36,Provável,16.0,12.0,1.747,0.922,0.546,0.996,2.0,0.7,-29.5,0.25,0.4532,-0.506,42.4,neutro,3.78,False,TITULAR
92180,Jair Ventura,287,VIT,6,Técnico,7,8.57,-0.12,5.3,25,5.42,True,,,,,,0.0,8.0,,,,0.0,,,0.0,,,,,,,True,CHA,0.55,,estavel,5.4,5.3,1.0,1.0,5.306,0.748,valor_bom,0.619,4,Provável,13.0,20.0,1.0,1.2,1.117,0.713,-1.0,0.325,50.0,0.75,0.5958,0.955,64.3,favoravel,4.5,True,TITULAR
104118,Lucas Arcanjo,287,VIT,1,Goleiro,7,8.62,-1.28,5.74,22,-0.4,True,1.0,81.0,2.0,32.0,1.0,7.0,,,,,0.0,,,1.0,,,,,,2.0,True,CHA,0.55,,baixa,5.7,3.92,0.683,1.0,5.377,0.855,valor_bom,0.624,8,Provável,13.0,20.0,1.0,1.2,1.117,0.713,-1.0,0.325,50.0,0.825,0.7254,1.551,73.3,favoravel,4.8,True,TITULAR
90588,Caíque,287,VIT,4,Meia,7,4.77,0.11,2.62,21,3.0,True,5.0,,24.0,,1.0,0.0,,35.0,21.0,1.0,0.0,,2.0,0.0,,,,,,,True,CHA,0.55,,estavel,3.0,2.62,1.0,1.0,2.528,-0.081,neutro,0.53,65,Provável,13.0,20.0,1.0,1.2,1.117,0.713,-1.0,0.325,50.0,0.75,0.5958,1.039,65.6,neutro,3.23,False,TITULAR
116461,Jamerson,287,VIT,2,Lateral,7,6.82,-0.91,4.8,14,5.1,True,1.0,,10.0,,,5.0,,22.0,4.0,2.0,0.0,,5.0,0.0,,,,,,,True,CHA,0.55,,baixa,5.1,3.73,0.777,1.0,4.387,0.251,neutro,0.643,18,Provável,13.0,20.0,1.0,1.2,1.117,0.713,-1.0,0.325,50.0,0.825,0.7254,1.514,72.7,favoravel,3.88,False,TITULAR
80129,Jadson,293,CAP,4,Meia,7,5.07,-0.08,3.54,20,1.0,True,5.0,,21.0,,1.0,0.0,,43.0,22.0,2.0,0.0,,1.0,1.0,,,,,,,True,CAM,0.463,,estavel,1.0,3.29,0.929,1.0,3.182,0.607,valor_bom,0.628,19,Provável,3.0,7.0,1.563,2.1,0.9,0.844,2.0,0.6,40.5,0.15,0.5371,0.446,56.7,neutro,3.29,False,TITULAR
90031,Mendoza,293,CAP,5,Atacante,7,8.11,0.64,4.27,25,6.3,True,,,14.0,,,0.0,,20.0,11.0,6.0,5.0,3.0,15.0,1.0,,,,3.0,,,True,CAM,0.463,,alta,6.3,2.47,0.578,1.0,4.444,0.086,neutro,0.548,53,Provável,3.0,7.0,1.563,2.1,0.9,0.844,2.0,0.6,40.5,0.15,0.5439,0.349,55.2,neutro,3.57,False,TITULAR
110668,Esquivel,293,CAP,2,Lateral,7,8.6,1.7,5.22,16,13.5,True,1.0,,15.0,,,5.0,,23.0,28.0,1.0,1.0,,6.0,3.0,,,1.0,,,,True,CAM,0.463,,alta,13.5,2.97,0.569,1.0,5.199,0.416,neutro,0.605,35,Provável,3.0,7.0,1.563,2.1,0.9,0.844,2.0,0.6,40.5,0.7,0.6425,0.884,63.3,favoravel,4.62,False,TITULAR
92273,Odair Hellmann,293,CAP,6,Técnico,7,9.18,0.36,5.96,25,6.96,True,,,,,,0.0,13.0,,,,0.0,,,0.0,,,,,,,True,CAM,0.463,,estavel,7.0,5.96,1.0,1.0,5.806,0.793,valor_bom,0.632,2,Provável,3.0,7.0,1.563,2.1,0.9,0.844,2.0,0.6,40.5,0.15,0.5371,0.382,55.7,neutro,4.57,False,TITULAR
110698,Mycael,293,CAP,1,Goleiro,7,8.57,0.9,6.67,3,7.8,True,2.0,5.0,1.0,4.0,1.0,1.0,,,,,0.0,,,0.0,,,,,,2.0,True,CAM,0.463,,alta,7.8,5.0,0.75,0.375,5.004,0.527,valor_bom,0.219,35,Provável,3.0,7.0,1.563,2.1,0.9,0.844,2.0,0.6,40.5,0.7,0.6425,0.93,64.0,favoravel,4.38,True,WATCH
107985,Terán,293,CAP,3,Zagueiro,7,6.98,0.0,4.09,13,0.0,False,,,7.0,,,5.0,,15.0,10.0,3.0,0.0,,2.0,0.0,,,,,,,True,CAM,0.463,,estavel,4.1,2.94,0.719,1.0,4.095,0.679,valor_bom,0.587,20,Provável,3.0,7.0,1.563,2.1,0.9,0.844,2.0,0.6,40.5,0.7,0.6425,0.93,64.0,favoravel,3.82,False,TITULAR
143193,Viveros,293,CAP,5,Atacante,7,12.78,0.0,8.96,23,0.0,False,4.0,,71.0,,,0.0,,3.0,53.0,24.0,15.0,21.0,18.0,3.0,4.0,,,2.0,,,True,CAM,0.463,,estavel,9.0,3.09,0.345,1.0,7.935,2.899,valor_oculto,0.621,23,Provável,3.0,7.0,1.563,2.1,0.9,0.844,2.0,0.6,40.5,0.15,0.5439,0.349,55.2,neutro,4.9,False,RESERVA_LUXO
84626,Josué,294,CFC,4,Meia,7,5.82,0.17,3.95,24,2.5,True,2.0,,35.0,,,0.0,,11.0,22.0,7.0,1.0,,10.0,9.0,,,1.0,1.0,,,False,FLU,0.15,,estavel,2.5,1.87,0.473,1.0,3.986,1.241,valor_bom,0.685,5,Provável,9.0,4.0,1.362,1.693,1.273,1.244,-1.0,0.375,-33.4,0.325,0.4331,-0.603,41.0,neutro,3.29,False,WATCH
128431,João Cruz,293,CAP,4,Meia,7,6.55,0.0,4.18,19,0.0,False,1.0,,9.0,,,0.0,,17.0,12.0,7.0,2.0,2.0,12.0,4.0,,,,,,,True,CAM,0.463,,estavel,4.2,2.6,0.622,1.0,4.154,1.072,valor_bom,0.634,16,Provável,3.0,7.0,1.563,2.1,0.9,0.844,2.0,0.6,40.5,0.15,0.5371,0.446,56.7,neutro,3.38,False,TITULAR
90302,Pedro Rocha,294,CFC,5,Atacante,7,7.0,-1.88,4.65,26,0.4,True,1.0,,27.0,,,0.0,,10.0,25.0,13.0,8.0,12.0,22.0,1.0,,,1.0,1.0,,,False,FLU,0.15,,baixa,0.4,2.0,0.43,1.0,4.73,0.989,valor_bom,0.676,9,Provável,9.0,4.0,1.362,1.693,1.273,1.244,-1.0,0.375,-33.4,0.325,0.4331,-0.695,39.6,desfavoravel,3.38,False,WATCH
84339,Bruno Melo,294,CFC,2,Lateral,7,5.03,-0.04,2.96,25,0.5,True,2.0,,13.0,,,6.0,,18.0,10.0,,1.0,3.0,7.0,1.0,,,1.0,,,,False,FLU,0.15,,estavel,0.5,1.8,0.608,1.0,3.131,-0.245,neutro,0.622,25,Provável,9.0,4.0,1.362,1.693,1.273,1.244,-1.0,0.375,-33.4,0.25,0.2926,-1.775,23.4,desfavoravel,2.65,False,WATCH
97878,Jacy,294,CFC,3,Zagueiro,2,5.43,0.0,3.99,23,0.0,False,2.0,,21.0,,,4.0,,38.0,16.0,,1.0,1.0,8.0,0.0,,,1.0,,,,False,FLU,0.15,,estavel,4.0,3.21,0.805,1.0,3.665,0.866,valor_bom,0.675,4,Dúvida,9.0,4.0,1.362,1.693,1.273,1.244,-1.0,0.375,-33.4,0.25,0.2926,-1.724,24.1,desfavoravel,3.17,False,TITULAR
71227,Maicon,294,CFC,3,Zagueiro,2,3.7,0.0,1.79,15,0.0,False,,,4.0,,1.0,4.0,,7.0,5.0,,0.0,1.0,,0.0,,,1.0,,,,False,FLU,0.15,,estavel,1.8,0.99,0.553,1.0,2.118,-0.019,neutro,0.572,23,Dúvida,9.0,4.0,1.362,1.693,1.273,1.244,-1.0,0.375,-33.4,0.25,0.2926,-1.724,24.1,desfavoravel,2.15,False,WATCH
125803,Pedro Morisco,294,CFC,1,Goleiro,7,7.56,-0.27,4.39,11,2.8,True,1.0,46.0,3.0,18.0,1.0,0.0,,,,,0.0,,,0.0,,,,,,1.0,False,FLU,0.15,,estavel,2.8,4.39,1.0,1.0,4.386,0.262,neutro,0.58,13,Provável,9.0,4.0,1.362,1.693,1.273,1.244,-1.0,0.375,-33.4,0.25,0.2926,-1.69,24.7,desfavoravel,3.21,False,TITULAR
63354,Rodrigo Moledo,294,CFC,3,Zagueiro,7,5.73,-0.49,3.7,6,1.5,True,,,3.0,,,1.0,,4.0,1.0,1.0,1.0,,1.0,0.0,,,,,,,False,FLU,0.15,,estavel,1.5,2.2,0.595,0.75,3.147,0.064,neutro,0.412,67,Provável,9.0,4.0,1.362,1.693,1.273,1.244,-1.0,0.375,-33.4,0.25,0.2926,-1.724,24.1,desfavoravel,2.81,False,WATCH
82730,Marcelo Rangel,364,REM,1,Goleiro,7,5.4,-1.03,3.87,27,0.6,True,2.0,103.0,6.0,47.0,,2.0,,,,,0.0,,,0.0,,,,,,1.0,True,GRE,0.432,,baixa,0.6,3.5,0.904,1.0,3.774,0.486,neutro,0.699,6,Provável,19.0,17.0,0.875,1.191,1.12,1.032,-5.0,0.0,23.8,0.95,0.6612,1.07,66.0,favoravel,4.2,False,TITULAR
